datetime,open,high,low,close,volume
2025-09-22 09:15:00,72000.0,72114.03019320694,71789.89880721454,71825.65552367638,7798
2025-09-22 09:20:00,71825.65552367638,71934.00896260123,71786.21001386706,71820.66867447228,8552
2025-09-22 09:25:00,71820.66867447228,71910.26026814153,71567.50268285043,71677.16063258337,7227
2025-09-22 09:30:00,71677.16063258337,71771.6601462938,71648.44515378628,71713.56228661902,7769
2025-09-22 09:35:00,71713.56228661902,71921.23691841736,71710.86630459438,71780.37668202988,8889
2025-09-22 09:40:00,71780.37668202988,71802.84788899163,71264.57716806393,71402.7226350228,9330
2025-09-22 09:45:00,71402.7226350228,71722.59143288287,71291.87611594767,71612.68379356607,7939
2025-09-22 09:50:00,71612.68379356607,71674.24261749527,71230.6271887197,71360.89869088221,8392
2025-09-22 09:55:00,71360.89869088221,71380.45697305266,71057.41150687469,71125.11707106946,4382
2025-09-22 10:00:00,71125.11707106946,71324.45484610292,71106.28441190442,71197.09299618298,3694
2025-09-22 10:05:00,71197.09299618298,71657.86367855092,71111.54246946813,71595.72424037308,5814
2025-09-22 10:10:00,71595.72424037308,71708.50070019647,71487.28232874695,71493.1839279811,7420
2025-09-22 10:15:00,71493.1839279811,71737.8978902903,71407.80941542513,71668.04211614105,1445
2025-09-22 10:20:00,71668.04211614105,71899.79122935563,71621.20128372367,71794.24756086599,9701
2025-09-22 10:25:00,71794.24756086599,72024.65117902619,71680.51003008542,71921.41993778563,9176
2025-09-22 10:30:00,71921.41993778563,72185.85450816683,71822.09456178795,72129.33219970194,5042
2025-09-22 10:35:00,72129.33219970194,72268.68921754755,71979.55204281988,72070.05968830072,9940
2025-09-22 10:40:00,72070.05968830072,72225.9812498727,72042.28818142484,72099.4731712603,1874
2025-09-22 10:45:00,72099.4731712603,72221.92000190017,71847.47775497293,71966.09653060521,7000
2025-09-22 10:50:00,71966.09653060521,72189.08550993509,71952.56709481514,72068.22632848249,2568
2025-09-22 10:55:00,72068.22632848249,72124.38536322564,71565.92207993398,71629.3662939549,9095
2025-09-22 11:00:00,71629.3662939549,71765.25031909542,71313.87384165138,71364.74173074627,5313
2025-09-22 11:05:00,71364.74173074627,71534.91147984036,71226.53173138673,71477.72509020803,5226
2025-09-22 11:10:00,71477.72509020803,71552.29617543731,70647.42458048528,70704.63626903892,3435
2025-09-22 11:15:00,70704.63626903892,71295.90240730408,70681.51369146955,71268.54150977361,1606
2025-09-22 11:20:00,71268.54150977361,71311.42249336718,71033.08213125833,71042.24324495363,7244
2025-09-22 11:25:00,71042.24324495363,71067.284088149,70750.24781896819,70858.9217558235,8517
2025-09-22 11:30:00,70858.9217558235,70935.50181812185,70825.21698436975,70934.95411735361,9630
2025-09-22 11:35:00,70934.95411735361,71002.03705873986,70724.31391610511,70826.6845595695,9552
2025-09-22 11:40:00,70826.6845595695,70855.24518079819,70771.91205094545,70784.54661575507,7930
2025-09-22 11:45:00,70784.54661575507,71150.00507356109,70681.14319722363,71101.54708840836,9803
2025-09-22 11:50:00,71101.54708840836,71290.50738456116,70982.47948946209,71211.88925154253,2246
2025-09-22 11:55:00,71211.88925154253,71496.13264509806,71094.2472581202,71458.07201713794,5997
2025-09-22 12:00:00,71458.07201713794,72087.72951001661,71391.86055639744,71985.4824450213,1466
2025-09-22 12:05:00,71985.4824450213,72037.55822265513,71377.45466924194,71515.9863450693,4435
2025-09-22 12:10:00,71515.9863450693,71715.5522082737,71411.3774665905,71667.70567174845,1754
2025-09-22 12:15:00,71667.70567174845,71842.86113870877,71570.24248881024,71836.80708875772,4439
2025-09-22 12:20:00,71836.80708875772,73319.98498008262,71808.90354007749,73224.36572101389,3123
2025-09-22 12:25:00,73224.36572101389,73275.52913954071,73103.89949078574,73182.68579094457,2452
2025-09-22 12:30:00,73182.68579094457,73258.78517208535,73034.23095282553,73075.84227286138,7084
2025-09-22 12:35:00,73075.84227286138,73144.4086517371,73071.92473177562,73126.2540705447,8943
2025-09-22 12:40:00,73126.2540705447,73235.3276030489,72713.3229993767,72778.78293934577,8281
2025-09-22 12:45:00,72778.78293934577,72902.8145745472,72402.13846885477,72496.67829064434,8660
2025-09-22 12:50:00,72496.67829064434,72739.2302896803,72369.11444659148,72700.6529792524,5591
2025-09-22 12:55:00,72700.6529792524,72841.42504718436,72507.1263706019,72556.16641103235,3724
2025-09-22 13:00:00,72556.16641103235,72812.00222941545,72468.31364752579,72721.6264642531,8493
2025-09-22 13:05:00,72721.6264642531,73211.3955287654,72615.09463452172,73157.73945402508,9887
2025-09-22 13:10:00,73157.73945402508,73173.26013343879,72526.51593478551,72594.22181614961,7168
2025-09-22 13:15:00,72594.22181614961,72803.46983184227,72492.77022686382,72659.8346475341,9740
2025-09-22 13:20:00,72659.8346475341,72761.14734867225,72391.00156223161,72468.6687327357,5919
2025-09-22 13:25:00,72468.6687327357,72970.94493303756,72392.06919108807,72863.52463459827,3124
2025-09-22 13:30:00,72863.52463459827,73309.79932966866,72753.30949407801,73174.23155985643,8892
2025-09-22 13:35:00,73174.23155985643,73239.30249168114,72843.4209360063,72925.84353051533,3705
2025-09-22 13:40:00,72925.84353051533,73375.71360502944,72898.4326053771,73285.0133515336,1687
2025-09-22 13:45:00,73285.0133515336,73323.30302528896,72942.57063649484,72989.87938427072,3636
2025-09-22 13:50:00,72989.87938427072,73222.57558375059,72865.70910111164,73161.82719715372,6371
2025-09-22 13:55:00,73161.82719715372,73295.42210008408,73060.54298820604,73204.58878737745,5513
2025-09-22 14:00:00,73204.58878737745,73293.98529320274,72869.4450225761,72939.19038148517,8195
2025-09-22 14:05:00,72939.19038148517,73058.62735658714,72324.19559832403,72365.70271901085,2333
2025-09-22 14:10:00,72365.70271901085,72774.519420882,72361.2386771508,72699.77922617116,9135
2025-09-22 14:15:00,72699.77922617116,72905.14437259092,72598.32231994039,72819.16932838634,5595
2025-09-22 14:20:00,72819.16932838634,72912.2465257054,71803.56281788704,71930.21268289124,2879
2025-09-22 14:25:00,71930.21268289124,72331.42063826502,71824.94585232744,72238.49162242793,2365
2025-09-22 14:30:00,72238.49162242793,73240.38286572351,72201.82775393219,73126.85657974861,7984
2025-09-22 14:35:00,73126.85657974861,73361.69540190307,73124.16096603712,73361.05332013647,9187
2025-09-22 14:40:00,73361.05332013647,73494.21583583375,72835.77393624427,72903.74018148913,6494
2025-09-22 14:45:00,72903.74018148913,73057.63844059492,72838.62566774651,72984.0363316921,8407
2025-09-22 14:50:00,72984.0363316921,73415.02672888564,72861.98960155356,73322.8662501177,8744
2025-09-22 14:55:00,73322.8662501177,73598.55320472442,73227.64863152316,73572.47369368773,7548
2025-09-22 15:00:00,73572.47369368773,73712.90952013811,73253.12648503578,73379.0502223388,8364
2025-09-22 15:05:00,73379.0502223388,73509.50130463165,72667.17261947623,72685.65664250171,7619
2025-09-22 15:10:00,72685.65664250171,73013.77179971294,72573.22572840074,72928.38028992304,6420
2025-09-22 15:15:00,72928.38028992304,73119.43145292651,72897.9036659479,73110.11716422145,8913
2025-09-22 15:20:00,73110.11716422145,73111.45165585945,72685.87288232101,72728.66768073852,8777
2025-09-22 15:25:00,72728.66768073852,73228.39567810828,72608.74451024696,73170.16041398906,4675
2025-09-23 09:15:00,73170.16041398906,73265.44289609381,73039.14682656755,73103.71055686347,8184
2025-09-23 09:20:00,73103.71055686347,73522.69668064703,72960.13060714894,73414.45173284714,5490
2025-09-23 09:25:00,73414.45173284714,73512.11083251005,72917.64017217384,73025.59769907256,8639
2025-09-23 09:30:00,73025.59769907256,73092.62388562811,72507.6753562502,72583.94403504516,6081
2025-09-23 09:35:00,72583.94403504516,72710.96441724352,72541.601733339,72672.7566167018,7342
2025-09-23 09:40:00,72672.7566167018,72750.21832780498,72136.5341671511,72260.52865271129,6290
2025-09-23 09:45:00,72260.52865271129,72297.13378902138,72140.04004238329,72166.05050868301,2006
2025-09-23 09:50:00,72166.05050868301,72289.31925958375,72035.46926746133,72186.68124103207,6199
